Country Name,"Country Code","Series Name","Series Code","1998 [YR1998]","1999 [YR1999]","2000 [YR2000]","2001 [YR2001]","2002 [YR2002]","2003 [YR2003]","2004 [YR2004]","2005 [YR2005]","2006 [YR2006]","2007 [YR2007]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]","2020 [YR2020]","2021 [YR2021]","2022 [YR2022]"
American Samoa,"ASM","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","",""
Andorra,"AND","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","",""
Angola,"AGO","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","27.6662438024049","30.1754486984045","23.1031678884458","30.3598615247983","10.6227213201018","9.25473684880934","8.94998833244387","7.93709250384097","9.58600472110197","7.79529148172088","2.1848595860511","6.35063092871602","3.91164312161287","3.84116224763464","5.14745178616667","4.74296747245632","6.46647415068609","9.98495845092632","21.8057666756491","13.1767309577379","16.2842041656963","16.6413690141865","17.6949170276563","16.2549561439788","15.5173161817248"
Antigua and Barbuda,"ATG","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","",""
Armenia,"ARM","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","3.14365405881304","3.3227850272904","2.45429220149158","2.56603749292096","3.36122291987967","4.28397915581673","4.63095461337978","2.78605690992253","2.318675931349","2.00998092417687","2.98571947210797","4.70579306393001","9.97484568864901","8.91340624897953","10.6514937653137","17.3327290457956","11.8399743116241","14.0746927335891","13.5291485659272","12.0135474784452","13.1707815863422","15.0183878831317","15.7966497526995","15.2210665506807","8.75468059117287"
Aruba,"ABW","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","",""
Austria,"AUT","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","",""
Azerbaijan,"AZE","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","0.534700302981201","1.43767838897479","2.66650589459658","2.52721066588383","2.70729619974944","3.16160450628071","2.9100740077612","2.06546971654592","1.52643228772288","0.956933269265572","0.756177274683196","0.889217504719364","0.835311316790157","1.8205028324175","1.96846143353379","2.75252567212532","2.56395619657735","3.71418393756825","4.95966120409523","5.69066942137029","6.01444295712894","4.46457387715499","4.38128060497318","3.99933111388924","2.20929725959135"
"Bahamas, The","BHS","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","",""
Bahrain,"BHR","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","",""
Bangladesh,"BGD","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","1.20681415356829","1.30806030524389","1.40344475076703","1.19826888797491","1.24188572664116","1.05322602424316","0.961765885325941","1.11982697571267","0.93967793247117","1.1900938790938","0.95327337047422","0.933203363891","0.887741095415532","1.10094422891741","1.15872186008256","1.19777295184399","1.10240629583727","0.845166041941159","0.669162768207541","0.749577386264353","0.905119133288487","1.62294127234781","1.03935925182862","1.30085205064509","1.42232313952368"
Barbados,"BRB","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","",""
Belarus,"BLR","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","1.32417342290762","2.22004590494039","3.07216155298494","2.74742490477453","2.59786118648138","2.39479278190715","1.6621421240091","2.31454778486603","2.04234148868013","2.45141671072006","2.33119957395961","3.3793230275455","3.13888307239769","5.32606223822845","7.83427123595855","6.39445878779708","7.00725986070947","9.20463103613062","13.6728227751776","8.37036365094749","10.0019220469605","7.21493266407282","7.2894731004125","6.47231412888914","9.47712953188905"
Belgium,"BEL","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","",""
Belize,"BLZ","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","5.13898000853749","4.90609323503303","7.13570187742705","8.80639394871836","16.0884366959007","12.6196007297565","25.7771917519616","16.9253775246653","9.47574375970812","42.2033284191133","9.40823213312933","7.88951191022412","7.94349397124244","7.62694827437947","8.69545469058184","7.11762264660982","4.63394369577762","4.66419339178766","4.80686930076166","4.87727434882046","5.32476925992075","4.68654280189473","4.00142970666609","26.3487393952233","2.84047523522054"
Benin,"BEN","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","2.4155606505389","1.90348763208152","2.16968546381391","1.30889260999937","1.37356359589286","0.948348788951565","0.667565875856393","0.739572703002546","0.600006740237804","0.452833232941758","0.308254105061018","0.491256969073348","0.46221377452526","0.470247507764534","0.532373520390639","0.675090998110226","0.59890841279722","0.6921554722713","0.841773323457227","0.828444909518907","1.6406070370444","3.6167040291507","1.55032656122606","4.24674665816244","2.77679514619601"
Bermuda,"BMU","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","",""
Bhutan,"BTN","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","2.98730637062172","2.24186240075873","1.65977823776746","1.40315451148701","1.28934172211281","1.24353155036678","1.82810193250843","0.904067845414557","1.22371375264353","2.79138939812298","6.83307337890687","6.38107053627979","5.99251562017184","5.13593176039959","8.51608322671602","4.96214141064681","4.67818404734871","6.92951306836483","5.60368028345213","3.46804760141837","3.69215548246206","2.45648754246791","2.4997022674206","4.53534369912585",""
Bolivia,"BOL","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","5.26800153707607","5.24688860819321","7.84907857400946","6.94323914652503","6.27200382871713","5.59406828563265","6.2178831039062","5.8069374505798","4.02139261717224","5.88230850779517","5.8914825612307","3.50874303800397","3.49525632630803","1.94384479720896","2.55612445084872","1.91285289169966","3.14357921590783","3.11766603502213","2.32780940099488","2.69058891592749","2.56204758562857","2.69461388531017","3.24642026733807","4.15213493756621","5.62652713809795"
Bosnia and Herzegovina,"BIH","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","","3.1646430594326","5.24089462948889","4.98831438309095","2.49904589596376","2.44870572923274","2.26920464220358","2.65368392743282","2.94003381424743","2.63449011540938","2.40768538483591","2.551410281106","3.26757261958352","7.83686433496588","6.67392531189595","7.53674884080836","8.00548672609811","11.6924713935289","7.18135180301331","7.43917157884223","6.81813526426003","5.34696438185637","4.12510327462051","6.39695294811969","5.83673011954648"
Botswana,"BWA","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","1.55314645289714","1.41762818232751","1.26371234130193","0.970196784631711","1.27999545425545","0.741302625883998","0.607625384544244","0.589398384861802","0.601650532720754","0.462922682505208","0.683370244012811","0.465665953581002","0.654872606497449","0.528797185722887","0.418282340142425","1.41894355517062","0.43187006493562","1.89613328988612","1.22269270348436","1.19625843575934","1.19739288456878","1.24243603140724","1.22370218993266","0.872420539605369","0.879720368776577"
British Virgin Islands,"VGB","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","",""
Brunei Darussalam,"BRN","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","",""
Bulgaria,"BGR","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","9.34959850830271","9.33408051960515","9.91719076113637","9.79780075329144","8.42863069159552","5.26607512960707","9.30048270276996","14.9123556829541","11.1572849473407","15.0634946127894","10.8958480582412","9.67265269219201","8.48474737519661","7.96614325062033","8.71862418780375","11.3623078056767","9.42649837515245","19.2371871801023","15.5665074263639","15.0652488635668","10.5879769941176","8.58902719639675","7.48148521569471","7.36974318706028","10.6887496101262"
Burkina Faso,"BFA","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","1.93275852289005","1.91413227956183","1.60159490946689","1.20726224650492","1.23887110536646","1.00642264118007","0.976674549284517","0.762300789015318","0.696510828195776","1.52406767416152","2.16200611121735","3.33692497564064","4.51482721144374","5.29834010464443","6.53870182148148","7.85020018039083","9.40520308626535","14.2385777607638","10.0748563327058","11.6557069477162","19.4926436883519","15.1030475913378","12.6667666814542","2.64977608110715","3.01815993643314"
Burundi,"BDI","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","3.44724015032767","3.74747454350212","2.55868846413209","2.71595947764216","2.91562712536028","3.86004460485234","9.95090738529661","3.63953371093758","1.57939605110279","1.34777677647789","1.22115777651089","1.12592549805291","0.216438850297293","0.429982870170307","0.890744508161998","1.31417977892452","0.978244175105294","0.867539084799958","1.26379708635911","1.00258145850772","1.12167969001283","1.45893142153691","1.37638739749797","1.06935269302071","0.982166620018273"
Cabo Verde,"CPV","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","3.80612953149519","3.48843729093105","3.07746313261251","2.46079130608996","3.78168471873979","2.38428811422487","2.65226274319861","3.80575189902161","2.97207627654988","1.82233673773172","1.63948032854682","1.81940857131734","1.99913822635139","1.9150358620089","1.93887114918167","1.98279648986956","2.21624474441348","2.47604715807804","2.44161776099771","2.61937028998338","2.588787716364","2.74795196001494","3.32648889740686","2.76654395808522","4.43703240186482"
Cambodia,"KHM","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","0.316692846503308","0.489590539221268","0.354751859892634","0.480734940347898","0.498646322830054","0.566148748719559","0.53637964886594","0.494577014663256","0.420333476607824","0.329258911534162","0.420613566253847","0.497128471274628","0.602681530697587","2.61407996734996","4.09222711389768","4.28850395417267","4.18871892529566","4.05224203970215","3.98535798310146","4.8278925976964","5.50137246041652","5.88762566115042","6.20458530983033","8.49177757955562","8.94534545604455"
Cameroon,"CMR","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","4.81480914468581","4.94246603419883","5.61254764053721","3.3402774542513","2.98100899699609","2.8270101688453","3.33114034361378","4.30513575442862","3.62658617667381","2.07504225610526","1.60397201731161","1.44611894708427","0.745629947746078","1.09408879086542","0.801016385071257","0.824511899577883","1.47015786368264","1.60185256039175","2.59773340143745","2.03402537636728","2.69272811371108","2.92911297196091","3.2843236695781","4.38052765717682","4.23107278955757"
Canada,"CAN","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","",""
Cayman Islands,"CYM","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","",""
Central African Republic,"CAF","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","3.50488853850435","1.92174578447752","1.61965963222638","1.46415170883007","0.118809453438651","0.0709565125518107","0.854022478156805","0.518084416901564","4.91899736707384","5.31911868986109","1.36806787073023","1.52220190518263","0.156044117319143","0.0614783113671629","0.183982166568501","0.39088421229026","0.629438951269894","1.02329163884875","1.36665790616347","1.62376274585395","1.13259469012758","1.27274945104712","0.614398645530499","0.658761627905278","0.787757816745287"
Chad,"TCD","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","1.7064533541863","1.90123394784429","1.82211424343938","1.21207254159441","1.41749982449866","1.80237474308855","1.05140533526987","0.970669758173662","0.919406937716965","0.920860510041081","1.57353052891882","0.872586048926433","0.709269682017102","0.698391474756328","0.693006429307068","0.968034381213158","4.41893856870309","1.0615376764517","1.62882708383129","1.68370217585519","1.59256867717336","1.1952236652295","1.78322601535457","2.84829938688663","1.96072275024841"
Channel Islands,"CHI","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","",""
Chile,"CHL","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","",""
Colombia,"COL","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","4.69610165827284","7.8185129841538","5.2665422843199","6.61693124023246","7.18635000012191","9.44004609470031","6.81910449148135","7.23512615001427","6.32919950468966","4.30112339178535","3.40378737112275","3.91408076629496","3.53650380674624","3.19650888848901","4.31418173034729","2.7314683982407","4.07997465125186","4.91488311080506","5.66146830980247","7.29874804926067","7.498693075325","6.08500770774033","8.1227157081371","8.10620019832378","8.23612294530671"
Comoros,"COM","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","0.645912815076622","0.944408379768158","0.926379370325599","0.749867643756518","1.11010893462389","0.559952755268897","0.5236476534767","0.6182609602677","0.538948174065399","3.28306922180836","1.35330238342504","1.31248830998105","0.473886507465109","0.385508208902603","1.21708013357397","0.0527958981344746","0.0677899387477249","0.764493461702575","0.62569823853008","0.369937989738928","0.510424360412491","0.50593047177774","0.515270528216344","0.273675520240731","0.383948574174986"
"Congo, Dem. Rep.","COD","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","0.331910646603464","0.586155279779453","0.159071843853649","0.286325027793698","11.0190275962517","1.70165563470287","1.33378587572727","1.89968269901364","2.07154900258997","3.11013371252817","3.20798337851196","3.4962420417048","1.32853622092313","1.04056685085206","0.823201442670264","1.16369929728752","1.09305585451366","0.982862011005112","1.1898560162751","0.932236302402945","0.710940073716806","2.15931242790464","0.58302042962337","0.61155663767899","1.09067366266713"
"Congo, Rep.","COG","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","3.09164023848518","1.62362554220819","1.97462471436115","4.77279550783315","1.36619862654331","2.51325467217461","6.70060033366041","2.22784916720585","1.28335185601875","1.47186209249384","1.63970168426544","1.96212469015884","0.986464099273208","0.932338380303662","1.02117407185348","2.49217720044302","2.76126053044923","3.32744011828571","3.18970033650438","3.09667368570948","3.05411520778978","3.28414683249656","5.55956159976022","2.7495132066426","5.65820866826084"
Costa Rica,"CRI","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","4.13615382113478","4.09238797098121","4.54877827509093","4.57258155360041","4.26118576787911","5.01572773304652","5.09107919261846","4.34187346224105","3.5569640697595","3.43747889985066","5.20276173529366","4.21517281459458","2.73471787631406","3.92818295530929","4.9976015938022","6.69269664849975","6.94239730880462","5.11860527663857","5.0172641078674","5.15842948128065","5.78175473372262","5.19076318473142","5.10606172409836","5.0562298015274","2.86758444738939"
Cote d'Ivoire,"CIV","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","11.5090820355985","12.3577082383138","10.4983205484304","6.24299158810755","7.65306406374185","4.37576841159559","2.64963966685419","1.86813150519789","1.57866003176588","2.20468655922003","4.47458034775853","4.83465363260821","3.1314423605504","2.99276624396185","2.78221682206556","3.51547067331005","2.10576669962223","1.806114884219","3.31061500451713","4.41115582237305","2.90811149698291","5.15762648105318","4.01309901269764","2.49431459910303","3.08969295203449"
Croatia,"HRV","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","",""
Cuba,"CUB","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","",""
Curacao,"CUW","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","",""
Cyprus,"CYP","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","",""
Czechia,"CZE","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","",""
Denmark,"DNK","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","",""
Djibouti,"DJI","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","0.963106326356855","1.76197222887835","2.66060973069922","2.09364164751303","2.18870960447358","2.50583258311286","2.85879932060525","2.43975069095777","3.31079578759294","3.50127699569686","3.29578007485136","3.16471922389896","3.11907588171312","3.17580014479033","2.9729657439952","2.01591964236843","1.69125444530206","1.76654392558308","2.22922414140284","2.61028962783564","2.53072037004236","2.55709399501819","2.20206683182775","1.77669567759338","2.16476719152017"
Dominica,"DMA","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","3.55365230045816","3.6347159123346","3.74111042671334","5.62849676818754","4.22737557782043","5.03142424855939","5.41631284494778","5.20991179517861","5.38665763328758","5.16962373262261","4.60574465313565","4.60736838107554","3.42257368867751","3.61839755114061","4.36975619840493","4.11038684412058","4.04325404934496","4.46006350125623","4.86151118717348","5.5112456786192","6.10000101328605","4.46720190963447","5.16837058832049","3.50586757591902","4.97097580867024"
Dominican Republic,"DOM","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","1.84238526043324","1.829976207293","2.27495917894125","2.57044668402656","2.61523214023175","4.46154029709031","3.87741357386706","2.16205017568532","3.91472189599285","3.73551956669334","3.24945044961874","3.02142488186889","2.7415601151467","2.87308818137085","4.45291279118681","4.756760515978","5.04385633053267","7.6723619328116","4.78246074407625","3.97679041080699","3.60002243341607","4.34412868843461","8.29821374323535","3.95531798024581","3.29068029899977"
Ecuador,"ECU","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","7.35946852835756","12.9024049578804","18.3628788869866","9.60682846182489","9.70008841932287","8.09336705164299","11.4961324646876","10.9297806427068","9.90575547404931","8.01038013915158","4.18461244451083","12.8949900738894","2.54615652780295","3.07975356780384","3.04869085723118","3.35677563195129","4.01551806852375","5.22933742484982","5.48959343605699","6.49670848731904","8.74208757636482","8.94627948555948","9.68382978119512","6.31336423798496","4.61901604515979"
"Egypt, Arab Rep.","EGY","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","2.21352331422189","2.33643827829843","1.8359485538835","2.03476543742155","2.43999230150158","3.34846927547046","2.76680362326933","2.55947098673624","2.3039496255124","2.19842607151963","2.00555861546957","1.56829125048314","1.428047388747","1.62885752585063","1.18942104336922","1.22268879222216","2.01216407856486","1.16864264566752","2.02315058781381","2.75069736280585","3.34517962596805","2.94081739032531","3.34188523033477","4.47124205187516","3.89205169427469"
El Salvador,"SLV","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","4.23379450376004","3.11007209171124","3.27427829848689","3.21576171945994","4.09975947569581","5.59052144219294","6.85447144567977","6.17359398354413","8.13931162734211","6.75224938902479","5.73471230219163","6.91776635915908","6.21574991108175","6.69503816472876","5.77825845174328","5.48414496427748","6.01623163248219","5.85218276464342","6.12494778263721","16.1664764125491","14.44647330714","22.0195386068307","21.7901505387881","20.7898089915523","10.9264303132805"
Equatorial Guinea,"GNQ","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","",""
Eritrea,"ERI","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","0.473602814955395","0.584808083564917","0.648014310989893","0.919871550964962","1.36449616412004","1.37305911429886","1.86806168661285","2.02547014577666","1.16768063232181","0.558326401105113","1.17615204894743","1.18105822137667","1.72427241841276","1.08503677295632","","","","","","","","","","",""
Estonia,"EST","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","",""
Eswatini,"SWZ","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","1.68029388408708","2.13302160748099","1.73282515866821","1.82122000853694","1.50323167218825","1.4807264813717","1.68455893755023","1.1624242628989","1.28479442981806","1.51904963128354","1.84769794209235","1.58825650049601","1.28691554097011","1.11593925014665","1.31038553541278","2.58729653060895","5.3475289765011","2.46467143327952","1.1248752282906","3.17913165344722","1.2851156867393","1.35622830907024","2.87579388466215","1.45931727902928","2.99691532754198"
